input string, place, country, latitude, longitude, count
"bcn, spain","spain","spain",40.463667,-3.74922,1
"bd mansions, pennine yorkshire","","",,,1
"beach & space","","",,,1
"beantown","benton","united states",34.56454,-92.58683,1
"beardy's&okemasis first nation","","",,,1
"beautiful british columbia","","",,,1
"beautiful british columbia...","","",,,1
"beautiful california","","",,,1
"beautiful north wales","","",,,1
"bedford, nova scotia canada","bedford","united states",42.94647,-71.5159,1
"bedfordshire, uk","bedford","united states",42.94647,-71.5159,1
"bedfordview","bedford","united states",42.94647,-71.5159,1
"beerneka tunggal ika","","",,,1
"before; jersey - after; kent","","",,,1
"behind the wall","","",,,1
"behind you","","",,,1
"beijing, china","beijing","china",39.9075,116.39723,1
"beirut","beirut","lebanon",33.88894,35.49442,1
"beirut - lebanon","","",,,1
"beirut, lebanon","beirut","lebanon",33.88894,35.49442,1
"beirut,lebanon","beirut","lebanon",33.88894,35.49442,1
"beirut/ lebanon","","",,,1
"bekasi","bekasi","indonesia",-6.2349,106.9896,2
"bekasi - depok","","",,,1
"bekasi - indonesia","","",,,1
"bekasi addicted","","",,,1
"bekasi di goyanggg!","","",,,1
"bekasi | jakarta | indonesia","","",,,1
"bekasi, indonesia","bekasi","indonesia",-6.2349,106.9896,1
"bekasi, jawa barat","bekasi","indonesia",-6.2349,106.9896,1
"bekasi, jawa barat, indonesia","bekasi","indonesia",-6.2349,106.9896,1
"bekasi, west java","bekasi","indonesia",-6.2349,106.9896,1
"bekasi, west java - indonesia","bekasi","indonesia",-6.2349,106.9896,1
"bekasi,indonesia","bekasi","indonesia",-6.2349,106.9896,1
"bekasi-bandung, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"bekasi-bintaro‰ö?","","",,,1
"bekasi-serang, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"bekasi-solo","bekasi","indonesia",-6.2349,106.9896,1
"bekasi/indonesia","","",,,1
"belfast","belfast","united kingdom",54.58333,-5.93333,2
"belfast, northern ireland","belfast","united kingdom",54.58333,-5.93333,1
"belgique","belgium","belgium",50.503887,4.469936,1
"belgium","belgium","belgium",50.503887,4.469936,1
"belgium/italy","belgium","belgium",50.503887,4.469936,1
"belgiÌÇ - limburg - hasselt","","",,,1
"belgrade - pancevo - anywhere","belgrade","serbia",44.80401,20.46513,1
"belgrade, republic of serbia","belgrade","serbia",44.80401,20.46513,1
"belgrade, serbia","belgrade","serbia",44.80401,20.46513,1
"belize","belize","belize",17.189877,-88.49765,1
"belleville, on","belleville","united states",40.79371,-74.15014,1
"belleville, ontario","belleville","united states",40.79371,-74.15014,1
"bellingham, wa","bellingham","united states",48.75955,-122.48822,1
"bellinzona","bellinzona","switzerland",46.19278,9.01703,1
"belo horizonte","belo horizonte","brazil",-19.92083,-43.93778,1
"belper derbys uk 07854 064470","","",,,1
"bend oregon","","",,,1
"benelux","","",,,1
"bengaluru","","",,,1
"benghazi/libya ‰ª´","benghazi","libya",32.11486,20.06859,1
"bengkulu","bengkulu","indonesia",-3.80044,102.26554,1
"bengkulu - bandarlampung","bengkulu","indonesia",-3.80044,102.26554,1
"bengkulu - bandung , indonesia","bengkulu","indonesia",-3.80044,102.26554,1
"bentonville, ar","bentonville","united states",36.37285,-94.20882,1
"beograd","","",,,1
"bergamo, italy","bergamo","italy",45.69601,9.66721,1
"bergen op zoom","bergen op zoom","netherlands",51.495,4.29167,1
"bergen, norway","bergen","norway",60.39299,5.32415,1
"bergen, norway, tellus","bergen","norway",60.39299,5.32415,1
"bergvliet, cape town, sa","","",,,1
"berkeley, ca","berkeley","united states",37.87159,-122.27275,1
"berkeley, california","berkeley","united states",37.87159,-122.27275,1
"berkshire, uk","","",,,1
"berlin","berlin","germany",52.52437,13.41053,1
"berlin / dÌ?sseldorf , germany","germany","germany",51.165691,10.451526,1
"berlin // germany","","",,,1
"berlin | jena, europe","","",,,1
"berlin || brooklyn || bali","","",,,1
"berlin, europe","berlin","germany",52.52437,13.41053,1
"bermuda","bermuda","bermuda",32.321384,-64.75737,1
"bermuda & toronto, on","","",,,1
"berwyn, pa","berwyn","united states",41.85059,-87.79367,1
"besanÌ?on / brussels","","",,,1
"beside annisa","","",,,1
"bessbrook, county armagh","","",,,1
"between heaven and hell","","",,,1
"between north hollywood, ca [w","","",,,1
"between pastel rose pink ocean","","",,,1
"between sky and earth","","",,,1
"between the indian & pacific.","","",,,1
"betws y coed","","",,,1
"beverly hills, ca","beverly hills","united states",34.07362,-118.40036,1
"beyond the horizon•??","","",,,1
"beyond the sky,among the stars","","",,,1
"bh | uae","","",,,1
"bharat, india","bharatpur","nepal",27.68333,84.43333,1
"bhinneka tunggal ika","","",,,1
"bhutan, thimphu","","",,,1
"bicester, oxfordshire","bicester","united kingdom",51.89998,-1.15357,1
"biddulph, staffordshire","biddulph","united kingdom",53.11724,-2.17584,1
"bijeljina","bijeljina","bosnia and herzegovina",44.75874,19.21437,1
"billingham or york, england","billingham","united kingdom",54.58881,-1.29034,1
"biloxi, ms","biloxi","united states",30.39603,-88.88531,1
"bilston","","",,,1
"binangonan, rizal, philippines","binangonan","philippines",14.4646,121.1929,1
"bintaro","","",,,1
"bintaro - jaksel","","",,,1
"bintulu, sarawak","bintulu","malaysia",3.16667,113.03333,1
"biosfer","","",,,1
"birkdale, southport, uk","","",,,1
"birmingham","birmingham","united states",42.5467,-83.21132,1
"birmingham uk","birmingham","united states",42.5467,-83.21132,1
"birmingham, al","birmingham","united states",42.5467,-83.21132,1
"birmingham, england","birmingham","united states",42.5467,-83.21132,1
"birmingham, uk","birmingham","united states",42.5467,-83.21132,1
"birmingham, united kingdom","birmingham","united states",42.5467,-83.21132,1
"biungan kost","","",,,1
"biÌ±an, laguna","","",,,1
"blackheath, cape town","blackheath","united kingdom",51.4647,0.0079,1
"blagdon, north somerset","","",,,1
"blank","blansko","czech republic",49.36304,16.64446,1
"blitar","blitar","indonesia",-8.0983,112.1681,1
"bloemfontein","bloemfontein","south africa",-29.12107,26.214,1
"bloemfontein,south africa","bloemfontein","south africa",-29.12107,26.214,1
"blue mountains, australia","australia","australia",-25.274398,133.775136,1
"blue world | cavite,ph","","",,,1
"bn","","",,,1
"bna-bdg-jog-jkt","","",,,1
"boca raton fl","boca raton","united states",26.35869,-80.0831,1
"bogor","bogor","indonesia",-6.59444,106.78917,2
"bogor , indonesia","bogor","indonesia",-6.59444,106.78917,1
"bogor - cianjur, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"bogor - depok , indonesia","indonesia","indonesia",-0.789275,113.921327,1
"bogor - depok, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"bogor - indonesia","","",,,1
"bogor - jakarta indonesia","","",,,1
"bogor - jakarta, tanah air","","",,,1
"bogor - tasikmalaya,indonesia","indonesia","indonesia",-0.789275,113.921327,1
"bogor - yk - bali, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"bogor agricultural university","","",,,1
"bogor barat","","",,,1
"bogor jawa barat","","",,,1
"bogor selatan","","",,,1
"bogor, ina","bogor","indonesia",-6.59444,106.78917,1
"bogor, indonesia","bogor","indonesia",-6.59444,106.78917,1
"bogor, indonesia.","bogor","indonesia",-6.59444,106.78917,1
"bogor, indonesian","bogor","indonesia",-6.59444,106.78917,1
"bogor, jawa barat","bogor","indonesia",-6.59444,106.78917,1
"bogor, west java - indonesia","bogor","indonesia",-6.59444,106.78917,1
"bogor, west java, indonesia","bogor","indonesia",-6.59444,106.78917,1
"bogor,indonesia","bogor","indonesia",-6.59444,106.78917,1
"bogor-bandung","","",,,1
"bogor-indonesia","","",,,1
"bogor|yogyakarta|kediri","","",,,1
"bogota","bogota","colombia",4.60971,-74.08175,2
"bogota, colombia","bogota","colombia",4.60971,-74.08175,1
"bogota-colombia.","","",,,1
"bogotÌÁ","","",,,2
"bogotÌÁ - colombia","","",,,1
"bogotÌÁ colombia","","",,,1
"bogotÌÁ, col. - worldwide","","",,,1
"bogotÌÁ, colombia","colombia","colombia",4.570868,-74.297333,1
"bogotÌÁ, colombia.","colombia","colombia",4.570868,-74.297333,2
"bogotÌÁ, d.c. - colombia","","",,,1
"bologna","bologna","italy",44.49381,11.33875,1
"bologna, italy","bologna","italy",44.49381,11.33875,1
"bolton","bolton","united kingdom",53.58333,-2.43333,1
"bolton, uk","bolton","united kingdom",53.58333,-2.43333,1
"bolzano","bolzano","italy",46.49067,11.33982,1
"bombay, india","india","india",20.593684,78.96288,1
"bomerland (mÌ©xico)","","",,,1
"bondowoso","bondowoso","indonesia",-7.91346,113.82145,1
"bone - semarang - yogyakarta","","",,,1
"bonn","bonn","germany",50.73438,7.09549,1
"bonn, alemania","bonn","germany",50.73438,7.09549,1
"bonn, germany","bonn","germany",50.73438,7.09549,1
"bonn, nw, germany","bonn","germany",50.73438,7.09549,1
"boone, nc","boone","united states",36.21679,-81.67455,1
"boone, north carolina","boone","united states",36.21679,-81.67455,1
"bootiful yorkieshire","","",,,1
"bordeaux","bordeaux","france",44.84044,-0.5805,1
"bordeaux- france","bordeaux","france",44.84044,-0.5805,1
"borderless society","","",,,1
"borkum, niedersachsen","","",,,1
"born & raised in vancouver","","",,,1
"born in 1996.","","",,,1
"borneo, indonesia","borne","netherlands",52.30136,6.7482,1
"borÌ´s","","",,,1
"boston","boston","united states",42.35843,-71.05977,2
"boston ma, united states","boston","united states",42.35843,-71.05977,1
"boston metro area","","",,,1
"boston south shore","","",,,1
"boston spa, west yorkshire","boston","united states",42.35843,-71.05977,1
"boston strong!","","",,,1
"boston, lincolnshire, england","boston","united states",42.35843,-71.05977,1
"boston, ma","boston","united states",42.35843,-71.05977,2
"boston, massachusetts","boston","united states",42.35843,-71.05977,1
"bothell, washington","bothell","united states",47.76232,-122.2054,1
"boulder, co","boulder","united states",40.01499,-105.27055,1
"boulder, co, usa","boulder","united states",40.01499,-105.27055,1
"boulder, colorado","boulder","united states",40.01499,-105.27055,1
"boulevard saeb salam, verdun","","",,,1
"bournemouth","bournemouth","united kingdom",50.72048,-1.8795,1
"bournemouth, england, uk","bournemouth","united kingdom",50.72048,-1.8795,1
"braamfontein, johannesburg","","",,,1
"bradford, uk","bradford","united kingdom",53.79391,-1.75206,1
"bradford-on-avon, england","bradford","united kingdom",53.79391,-1.75206,1
"braga, portugal","braga","portugal",41.55032,-8.42005,1
"brampton, ontario","brampton","canada",43.68341,-79.76633,1
"brampton, ontario, canada","brampton","canada",43.68341,-79.76633,1
"brantford","brantford","canada",43.1334,-80.26636,1
"brantford, ontario","brantford","canada",43.1334,-80.26636,1
"brasil","brasilia","brazil",-15.77972,-47.92972,2
"brasil, sp","brasilia","brazil",-15.77972,-47.92972,1
"brasil.goiÌÁs.goiÌ¢nia","","",,,1
"brasilia, brazil","brasilia","brazil",-15.77972,-47.92972,1
"brasÌ?lia - df, brasil","","",,,1
"brasÌ?lia distrito federal","","",,,1
"brasÌ?lia, brasil","","",,,1
"brazil","brazil","brazil",-14.235004,-51.92528,1
"brazil, sÌ£o paulo","","",,,1
"brebes - jakarta","","",,,1
"brest","brest","france",48.4,-4.48333,1
"brick, nj","","",,,1
"brigantia & strathclyde","","",,,1
"brigg. north lincolnshire","","",,,1
"brighton","brighton","united states",39.98526,-104.82053,2
"brighton & hove","brighton east","australia",-37.90232,145.01734,1
"brighton - england","brighton east","australia",-37.90232,145.01734,1
"brighton and hove, uk","brighton east","australia",-37.90232,145.01734,1
"brighton uk","brighton east","australia",-37.90232,145.01734,1
"brighton, east sussex, uk","brighton","united states",39.98526,-104.82053,1
"brighton, uk","brighton","united states",39.98526,-104.82053,1
"brighton/somewhere else","brighton","united states",39.98526,-104.82053,1
"brisbane","brisbane","australia",-27.46794,153.02809,1
"brisbane australia","brisbane","australia",-27.46794,153.02809,2
"brisbane, australia","brisbane","australia",-27.46794,153.02809,1
"brisbane, qld","brisbane","australia",-27.46794,153.02809,1
"brisbane, qld, australia","brisbane","australia",-27.46794,153.02809,1
"bristol","bristol","united states",41.67176,-72.94927,2
"bristol - uk","bristol","united states",41.67176,-72.94927,1
"bristol uk","bristol","united states",41.67176,-72.94927,1
"bristol, uk","bristol","united states",41.67176,-72.94927,2
"bristol, united kingdom","bristol","united states",41.67176,-72.94927,1
"british antarctic survey, uk","","",,,1
"british columbia","british virgin islands","british virgin islands",18.420695,-64.639968,1
"british columbia, canada","canada","canada",56.130366,-106.346771,1
"brixton","brixton","united kingdom",51.46593,-0.10652,1
"brixton, london","brixton","united kingdom",51.46593,-0.10652,1
"brockville, cornwall, kingston","brockville","canada",44.59132,-75.68705,1
"bromley, kent, br1 2tw england","","",,,1
"brooklyn","brooklyn","united states",40.6501,-73.94958,1
"brooklyn, new york","brooklyn","united states",40.6501,-73.94958,1
"brooklyn, ny","brooklyn","united states",40.6501,-73.94958,1
"broward county, florida","","",,,1
"brunei","brunei","brunei",4.535277,114.727669,2
"brunei darussalam","","",,,1
"brussels","brussels","belgium",50.85045,4.34878,1
"brussels åá antwerp","brussels","belgium",50.85045,4.34878,1
"brussels, belgium","brussels","belgium",50.85045,4.34878,1
"bruxelles","","",,,1
"bryan","bryan","united states",30.67436,-96.36996,1
"bs as","","",,,1
"bs.as.","","",,,1
"bsas","","",,,1
"bsas... for now...","","",,,1
"bsb","","",,,1
"bucaramanga","bucaramanga","colombia",7.12539,-73.1198,1
"bucaramanga, colombia","bucaramanga","colombia",7.12539,-73.1198,1
"bucharest","bucharest","romania",44.43225,26.10626,1
"bucharest,romania","bucharest","romania",44.43225,26.10626,1
"buciperhills cimahi indonesia","","",,,1
"buckinghamshire","","",,,1
"buckinghamshire in the uk","","",,,1
"budapest, hungary","budapest","hungary",47.49801,19.03991,1
"buenos aires","buenos aires","argentina",-34.61315,-58.37723,2
"buenos aires - argentina","buenos aires","argentina",-34.61315,-58.37723,1
"buenos aires, argentina","buenos aires","argentina",-34.61315,-58.37723,1
"buffalo, ny","buffalo","united states",42.88645,-78.87837,1
"buffalo, ny by way of mi et al","buffalo","united states",42.88645,-78.87837,1
"buffalo/pittsburgh ‰??•üè","","",,,1
"buitenzorg","","",,,1
"buitenzorg | bogor","","",,,1
"buitenzorg. west java","","",,,1
"bukit baruga,makassar","bukit rambai","malaysia",2.2594,102.1838,1
"bukit bintang, kuala lumpur","","",,,1
"bukittinggi-jakarta","bukittinggi","indonesia",-0.30907,100.37055,1
"bukittinggi-yogyakarta","bukittinggi","indonesia",-0.30907,100.37055,1
"bulacan, philippines","bulacan","philippines",14.79278,120.87889,1
"bulgaria","bulgaria","bulgaria",42.733883,25.48583,1
"bumi ibu pertiwi","","",,,1
"bumming around manila","","",,,1
"buochs","","",,,1
"burgos","burgos","philippines",15.72892,120.57224,1
"burj khalifa","","",,,1
"burlington","burlington","united states",44.47588,-73.21207,1
"burlington, on","burlington","united states",44.47588,-73.21207,1
"burlington, on, canada","burlington","united states",44.47588,-73.21207,1
"burlington, ontario, canada","burlington","united states",44.47588,-73.21207,2
"burlington, vt, usa","burlington","united states",44.47588,-73.21207,1
"burlon. hamont.","","",,,1
"burnaby/vancouver, bc, canada","burnaby","canada",49.26636,-122.95263,1
"burnley, lancashire","burnley","united kingdom",53.8,-2.23333,1
"burr ridge, il 60527","","",,,1
"bursa","bursa","turkey",40.19266,29.08403,1
"burton on trent","burton upon trent","united kingdom",52.80728,-1.64263,1
"burton, nb","burton","united states",42.99947,-83.61634,1
"business bay, dubai","","",,,1
"bussum","bussum","netherlands",52.27333,5.16111,1
"bÌ?rum","","",,,1
"bÌ©nin....","","",,,1
"c.a.","","",,,1
"ca","","",,,1
"ca, usa","","",,,1
"cabanatuan city, nueva ecija","cabanatuan city","philippines",15.48586,120.96648,1
"caerdydd/cardiff, cymru/wales","","",,,1
"caerphilly / cardiff","caerphilly","united kingdom",51.57452,-3.218,1
"cagliari","cagliari","italy",39.23054,9.11917,1
"cainta","cainta","philippines",14.5786,121.1222,1
"cainta, rizal","cainta","philippines",14.5786,121.1222,1
"cairns","cairns","australia",-16.92304,145.76625,1
"cairns, australia","cairns","australia",-16.92304,145.76625,1
"cairns, qld, australia","cairns","australia",-16.92304,145.76625,1
"cairns, queensland","cairns","australia",-16.92304,145.76625,1
"cairns, queensland, australia.","cairns","australia",-16.92304,145.76625,1
"cairo","cairo","egypt",30.06263,31.24967,1
"cairo - egypt","","",,,1
"cairo, egypt","cairo","egypt",30.06263,31.24967,1
"calabasas, ca","calabasas","united states",34.15778,-118.63842,1
"caledonia junior high school","caledonia","united states",42.8078,-87.92425,1
"caledonia, ontario","caledonia","united states",42.8078,-87.92425,1
"calgary","calgary","canada",51.05011,-114.08529,1
"calgary & vancouver","calgary","canada",51.05011,-114.08529,1
"calgary alberta","calgary","canada",51.05011,-114.08529,1
"calgary alberta canada","calgary","canada",51.05011,-114.08529,1
"calgary, ab","calgary","canada",51.05011,-114.08529,1
"calgary, ab, canada","calgary","canada",51.05011,-114.08529,1
"calgary, alberta","calgary","canada",51.05011,-114.08529,1
"calgary, alberta canada","calgary","canada",51.05011,-114.08529,1
"calgary, alberta, canada","calgary","canada",51.05011,-114.08529,1
"calgary, alberta.","calgary","canada",51.05011,-114.08529,1
